CODIGO,PROVINCIA,DISTRITO,UNIDADE SANITÁRIA,CLASSIFICAÇÃO,NÍVEL,TIPO DE US,Tipo,Maternidade,Camas Maternidade,Camas Internamento,Camas Total
1041312,Zambezia,Morrumbala,CS Mepinha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,9,0,9
1041306,Zambezia,Morrumbala,CS Morrumbala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1041340,Zambezia,Morrumbala,CS Muandiua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1041362,Zambezia,Morrumbala,CS Muerra,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1041322,Zambezia,Morrumbala,CS Mureremba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1041313,Zambezia,Morrumbala,CS Pinda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,9,0,9
1041325,Zambezia,Morrumbala,CS Reis,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1041314,Zambezia,Morrumbala,CS Sabe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1041336,Zambezia,Morrumbala,HD Morrumbala,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,17,55,72
1081115,Inhambane,Morrumbene,CS Barrane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1081107,Inhambane,Morrumbene,CS Cambine,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1081106,Inhambane,Morrumbene,CS Gotite,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1081108,Inhambane,Morrumbene,CS Magumbo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1081109,Inhambane,Morrumbene,CS Mahangue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1081112,Inhambane,Morrumbene,CS Maivene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1081113,Inhambane,Morrumbene,CS Matacalane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1081114,Inhambane,Morrumbene,CS Mocodoene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1081111,Inhambane,Morrumbene,CS Morrumbene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,18,41,59
1081110,Inhambane,Morrumbene,CS Sitila,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1081116,Inhambane,Morrumbene,CS Tambanjane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1031413,Nampula,Mossuril,CS Cabeceira Pequena,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1031409,Nampula,Mossuril,CS Chocas Mar,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,0,0,0
1031410,Nampula,Mossuril,CS Lunga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,4,9
1031411,Nampula,Mossuril,CS Matibane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1031406,Nampula,Mossuril,CS Mossuril,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,14,26,40
1031439,Nampula,Mossuril,CS Muaualo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1031407,Nampula,Mossuril,CS Nacucha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,6,11
1031412,Nampula,Mossuril,CS Namige,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1031415,Nampula,Mossuril,CS Namitatare,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,9,11,20
1031408,Nampula,Mossuril,PS Cabeceira Grande,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1060813,Manica,Mossurize,CS Chaiva,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060816,Manica,Mossurize,CS Chitsama,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060807,Manica,Mossurize,CS Chiurairue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1060808,Manica,Mossurize,CS Dacata,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060814,Manica,Mossurize,CS Garagua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060841,Manica,Mossurize,CS Goi-Goi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060812,Manica,Mossurize,CS Gunhe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060811,Manica,Mossurize,CS Macuo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060809,Manica,Mossurize,CS Mude,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060810,Manica,Mossurize,CS Mupengo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1060806,Manica,Mossurize,HD Espungabera,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,não,31,67,98
1071209,Sofala,Muanza,CS Galinha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1071207,Sofala,Muanza,CS Muanza,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,7,4,11
1071206,Sofala,Muanza,CS Muanza-Baixa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1071208,Sofala,Muanza,CS Nhansato,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1071262,Sofala,Muanza,CS Nsituculo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1071205,Sofala,Muanza,CS Sanguze-Muana,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1071210,Sofala,Muanza,CS Wiriquize,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1031514,Nampula,Muecate,CS Chereque,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1031512,Nampula,Muecate,CS Gracio,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1031507,Nampula,Muecate,CS Imala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,5,12
1031513,Nampula,Muecate,CS Kavula,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1031516,Nampula,Muecate,CS Manicane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1031510,Nampula,Muecate,CS Muculuone,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1031506,Nampula,Muecate,CS Muecate,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,12,14,26
1031508,Nampula,Muecate,CS Namahia,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1031505,Nampula,Muecate,CS Namina-Rio,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1031511,Nampula,Muecate,CS Napala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1031509,Nampula,Muecate,PS Chinamane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,2,0,2
1021109,Cabo Delgado,Mueda,CS Chapa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1021107,Cabo Delgado,Mueda,CS Chilinde,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021105,Cabo Delgado,Mueda,CS Chudi,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,Sim,4,0,4
1021113,Cabo Delgado,Mueda,CS Mbuo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1021108,Cabo Delgado,Mueda,CS M'peme,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1021110,Cabo Delgado,Mueda,CS Namatil,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1021104,Cabo Delgado,Mueda,CS Nandimba,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1021111,Cabo Delgado,Mueda,CS Negomano,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,Sim,0,0,0
1021106,Cabo Delgado,Mueda,HR Mueda,HR - Hospital Rurais,Nível Secundário,Hospital Rural  (Tipo US),HosPital,sim,24,114,138
1011306,Niassa,Muembe,CS Chiconono,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1011310,Niassa,Muembe,CS Chuanjota,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,4,4,8
1011307,Niassa,Muembe,CS Lutuesse,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,4,0,4
1011308,Niassa,Muembe,CS Muembe,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,não,9,15,24
1011309,Niassa,Muembe,CS Nzize,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,4,0,4
1021207,Cabo Delgado,Muidumbe,CS Chitunda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1021212,Cabo Delgado,Muidumbe,CS Miangalewa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1021209,Cabo Delgado,Muidumbe,CS Miteda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021206,Cabo Delgado,Muidumbe,CS Muambula,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1021208,Cabo Delgado,Muidumbe,CS Muatide,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,8,31,39
1021211,Cabo Delgado,Muidumbe,CS Namacamde,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021213,Cabo Delgado,Muidumbe,CS Ntchinga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1042204,Zambezia,Mulevala,CS Chiraco,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1042206,Zambezia,Mulevala,CS Jajo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1042207,Zambezia,Mulevala,CS Morropino,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1042208,Zambezia,Mulevala,CS Morrua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1042203,Zambezia,Mulevala,CS Mulevala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,8,12
1042205,Zambezia,Mulevala,PS Tebo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,0,0,0
1031608,Nampula,Murrupula,CS Chinga,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1031610,Nampula,Murrupula,CS Gazuzu,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1031606,Nampula,Murrupula,CS Murrupula,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,21,31,52
1031607,Nampula,Murrupula,CS Nihessiue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,6,13
1031611,Nampula,Murrupula,CS Tiponha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1031609,Nampula,Murrupula,CS Umuato,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,não,5,0,5
1051109,Tete,Mutarara,CS Charre,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1051111,Tete,Mutarara,CS Inhangoma,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,8,12
1051112,Tete,Mutarara,CS Jardim,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1051106,Tete,Mutarara,CS Mutarara,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1051113,Tete,Mutarara,CS Mutarara velha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1051116,Tete,Mutarara,CS Nhapale,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1051114,Tete,Mutarara,CS Sinjal,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1051107,Tete,Mutarara,CS Traquino,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1051115,Tete,Mutarara,CS Vila Nova da Fronteira,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1051101,Tete,Mutarara,HR Mutarara,HR - Hospital Rurais,Nível Secundário,Hospital Rural  (Tipo US),HosPital,sim,12,52,64
1031715,Nampula,Nacala Porto,CS Akumi,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,sim,0,0,0
1031714,Nampula,Nacala Porto,CS C.A.M.I.N.A,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1031711,Nampula,Nacala Porto,CS CFM,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1031712,Nampula,Nacala Porto,CS Cimentos,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1031716,Nampula,Nacala Porto,CS Mahelene,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,sim,3,0,3
1031708,Nampula,Nacala Porto,CS Murrupulane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,9,0,9
1031709,Nampula,Nacala Porto,CS Naherengue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1031717,Nampula,Nacala Porto,CS Ontupaia,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1031707,Nampula,Nacala Porto,CS Quissimajulo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1031700,Nampula,Nacala Porto,CS-Nacala Porto,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,11,12,23
1031701,Nampula,Nacala Porto,HD Nacala Porto,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,25,165,190
1031710,Nampula,Nacala Porto,PS A.D.P.P. Muzuane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,0,0,0
1031713,Nampula,Nacala Porto,PS CIFE,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1031706,Nampula,Nacala Porto,PS Mathapue,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1031808,Nampula,Nacala-a-velha,CS Barragem,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1031856,Nampula,Nacala-a-velha,CS Ger-Ger (Covo),Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1031807,Nampula,Nacala-a-velha,CS Mueria,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,18,22
1031806,Nampula,Nacala-a-velha,CS Nacla-a-Velha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,24,32
1031811,Nampula,Nacala-a-velha,CS Namalala,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1031809,Nampula,Nacala-a-velha,CS Salina,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1031903,Nampula,Nacaroa,CS Halaca,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1031911,Nampula,Nacaroa,CS Mahetha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1031910,Nampula,Nacaroa,CS Muchico,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1031906,Nampula,Nacaroa,CS Nacaroa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,31,39
1031907,Nampula,Nacaroa,CS Nachere,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,12,16
1031909,Nampula,Nacaroa,CS Nahadje,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,5,8,13
1031908,Nampula,Nacaroa,CS Saua-Saua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100807,Maputo Provincia,Namaacha,CS Changalane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100813,Maputo Provincia,Namaacha,CS Dibinduane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100808,Maputo Provincia,Namaacha,CS Goba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100809,Maputo Provincia,Namaacha,CS Kulula,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100811,Maputo Provincia,Namaacha,CS Mafuiane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100810,Maputo Provincia,Namaacha,CS Mahelane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100815,Maputo Provincia,Namaacha,CS Mundavene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100806,Maputo Provincia,Namaacha,CS Namaacha,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,15,31,46
1100814,Maputo Provincia,Namaacha,CS Odete Mechisso,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100855,Maputo Provincia,Namaacha,PS Wamongo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,3,0,3
1041419,Zambezia,Namacurra,CS Lugela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1041408,Zambezia,Namacurra,CS Macuse,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,11,16,27
1041409,Zambezia,Namacurra,CS Malei,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1041414,Zambezia,Namacurra,CS Mbawa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1041410,Zambezia,Namacurra,CS Mexixine,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1041417,Zambezia,Namacurra,CS Muceliua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1041415,Zambezia,Namacurra,CS Muebele,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1041418,Zambezia,Namacurra,CS Mugubia,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1041406,Zambezia,Namacurra,CS Namacurra-Sede,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,11,25,36
1041407,Zambezia,Namacurra,PS Furquia,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,3,0,3
1041416,Zambezia,Namacurra,PS Mutange,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,3,0,3
1041411,Zambezia,Namacurra,PS Naciaia,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1041510,Zambezia,Namarroi,CS Lipale,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1041509,Zambezia,Namarroi,CS Marea,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1041512,Zambezia,Namarroi,CS Mudine,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1041511,Zambezia,Namarroi,CS Mutatala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1041508,Zambezia,Namarroi,CS Mutepua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1041507,Zambezia,Namarroi,CS Namarroi-Sede,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,6,26,32
1041506,Zambezia,Namarroi,CS Regone,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1041513,Zambezia,Namarroi,CS Rumala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1041505,Zambezia,Namarroi,CS Namano,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,,,
1021307,Cabo Delgado,Namuno,CS Hucula,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021308,Cabo Delgado,Namuno,CS Machoca,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1021309,Cabo Delgado,Namuno,CS Meloco,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021314,Cabo Delgado,Namuno,CS Namacaca,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1021310,Cabo Delgado,Namuno,CS Namrapa (EP2),Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021306,Cabo Delgado,Namuno,CS Namuno,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,18,57,75
1021311,Cabo Delgado,Namuno,CS Ncumpe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1021313,Cabo Delgado,Namuno,CS Nicuita,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1021312,Cabo Delgado,Namuno,CS Papai,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1021410,Cabo Delgado,Nangade,CS Muhia,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021406,Cabo Delgado,Nangade,CS Nangade,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,10,18,28
1021409,Cabo Delgado,Nangade,CS Nkonga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1021407,Cabo Delgado,Nangade,CS N'tamba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,13,17
1021408,Cabo Delgado,Nangade,CS N'toli,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1011405,Niassa,Ngauma,CS Chicoa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1011412,Niassa,Ngauma,CS Chiguaja,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,4,0,4
1011406,Niassa,Ngauma,CS Chissimbir,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1011407,Niassa,Ngauma,CS Itepela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,4,0,4
1011411,Niassa,Ngauma,CS Luelele,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,2,0,2
1011408,Niassa,Ngauma,CS Lupalane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1011409,Niassa,Ngauma,CS Massangulo,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1011410,Niassa,Ngauma,CS N'gauma,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1071319,Sofala,Nhamatanda,CS Chiadeia,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,3,0,3
1071321,Sofala,Nhamatanda,CS Chirassicua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,0,8
1071304,Sofala,Nhamatanda,CS Chiro,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1071316,Sofala,Nhamatanda,CS Jasse Manguena,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,3,0,3
1071308,Sofala,Nhamatanda,CS Lamengo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1071315,Sofala,Nhamatanda,CS Macarorocho,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1071314,Sofala,Nhamatanda,CS Mecuzi-Puazi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,3,0,3
1071307,Sofala,Nhamatanda,CS Metuchira Lomaco,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,2,7
